RDKIT_SMILES,SMILES,MHFP,first_class,second_class,type,num
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  58849484  43796935 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,2170
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,2171
O=S(=O)(CCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[185362239  49018156  17313015 ... 253630925 107222071  10360726],Other PFASs,others,4,2172
FC(F)C(F)(F)OC(F)(F)F,FC(F)C(F)(F)OC(F)(F)F,[  9039219  71290352 229325621 ... 295175991 101296679  70269816],PFAA precursors,HFEs,2,2173
F/C(I)=C(/F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F\C(I)=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  65874932 226076855 151237944],PFAA precursors,PolyFAenes,2,2174
O=C(NC1CCCCC1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1CCCCC1,[250618452   8492060 107816900 ... 194511214 281920279 151237944],"Other PFASs, cyclic","Amide derivatives, cyclic",4,2175
N#CSCCC(F)(F)C(F)(F)F,"FC(F)(F)C(F)(F)CCSC#N |lp:0:3,2:3,3:3,5:3,6:3,9:2,11:1,Sg:n:6,5,4:1-17:ht|",[145920482  49018156  40876812 ... 331589905 281920279 117501932],PFAA precursors,n:2 fluorotelomer-based substances,2,2176
C=C(C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,CC(=C)C(=O)OC(F)(C(F)(F)F)C(F)(F)F,[   853465 154242801 219293745 ... 291378977 207632695  22160906],Polyfluoroalkyl acids,PolyFCA derivatives,3,2177
FC(F)(F)C(F)(F)C(F)(F)c1ccnc2ccccc12,FC(F)(F)C(F)(F)C(F)(F)C1=CC=NC2=CC=CC=C12,[ 99578665  39139378  63689098 ...  17799215 104049095 151237944],Other PFASs,Aromatic PFASs,4,2178
C=CCOCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCC=C,[ 35941647 104111782  97181807 ...   1095206 281920279  22166258],Other PFASs,others,4,2179
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CI,[250618452 104111782  97181807 ... 611624164 281920279 151237944],Other PFASs,Polyfluoroalkanes,4,2180
FC(F)(F)C(F)(c1ccc2nn[nH]c2c1)C(F)(F)F,FC(F)(F)C(F)(C1=CC=C2N=NNC2=C1)C(F)(F)F,[127691501 203331170 189929992 ...  97693174  94767431 126608924],Other PFASs,Aromatic PFASs,4,2181
CCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065  97181807 ... 200578621  14046279 151237944],PFAA precursors,SFAenes,2,2182
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Br)(Br)CBr,[ 21346580 104111782  81642559 ...   5446810 220357271  86924324],Other PFASs,Polyfluoroalkanes,4,2183
OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,[ 35941647 429712812 107816900 ... 286019159 128847015  46460802],PFAA precursors,PolyFACs,2,2184
O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=O,[250618452 104111782  97181807 ... 300159690 281920279 151237944],PFAA precursors,PFALs,2,2185
C=COS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)OC=C,[250618452 107055568  17313015 ...  25029786 107222071  29302852],PFAAs,PFSA derivatives,1,2186
FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(=C(F)C(F)(F)C(F)(F)F)C(F)(F)F,[ 49148242 297944774 107816900 ...  65874932  30740423 151237944],PFAA precursors,PFAenes,2,2187
F[I](F)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F[I](F)C#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[109264537  19508706  13966168 ...  78481900  78646743 151237944],Other PFASs,others,4,2188
CCN(CCCS(=O)(=O)O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].CCN(CCCS([O-])(=O)=O)C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  12560177 ... 162477053  62647831 101347708],Other PFASs,Amide derivatives,4,2189
CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CC(COCC(C)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[113638662 104111782  97181807 ... 171882282  43796935 151237944],PFAA precursors,PolyFEACs,2,2190
CC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CCC(=O)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[ 86887708 215423514  83141967 ...  20521944  43796935 151237944],PFAA precursors,PFAK derivatives,2,2191
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(I)cc1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(I)C=C1,[115611454  17872842  26425151 ... 162895639 145060199  97815462],Other PFASs,Aromatic PFASs,4,2192
O=S(=O)(O)c1ccccc1CNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[Na+].[H]N(CC1=CC=CC=C1S([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  67733975  17313015 ... 136323818  90036311  29516144],Other PFASs,Aromatic PFASs,4,2193
C[N+](C)(C)CCCNC(=O)c1ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,[I-].C[N+](C)(C)CCCNC(=O)C1=CC=C(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C1,[  9757136  33988699 102139561 ... 124699056  99043863 107766604],Other PFASs,Aromatic PFASs,4,2194
C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC=C,[168244191 104111782  31694403 ... 291378977  99703927 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,2195
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  87855067 ... 274242922  99703927 151237944],PFAAs,PFCA-ester derivatives,1,2196
CCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,2197
FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 286019159 240371511 151237944],PFAA precursors,HFCs,2,2198
CO[Si](CCCOC(F)(F)C(F)(F)C(F)(F)F)(OC)OC,CO[Si](CCCOC(F)(F)C(F)(F)C(F)(F)F)(OC)OC,[124301851 541103106 107816900 ...  86620554  23638503  71007262],Other PFASs,Si PFASs,4,2199
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(Br)C(F)(F)Br,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(Br)C(F)(F)Br,[187774998 104111782  33612732 ... 198358795 220306311 151237944],Other PFASs,Polyfluoroalkanes,4,2200
CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(C)CCCNCC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   1815513  97181807 ... 171882282  43796935 151237944],Other PFASs,others,4,2201
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NC(=NC(=N1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 13458306 101484161  26425151 ... 101568072  61736103 100783708],Other PFASs,Aromatic PFASs,4,2202
C=COC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC=C,[168244191 541103106  31694403 ... 139782072  23638503  48180712],Other PFASs,PFPEs,4,2203
CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,2204
C=CC(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C=C,[104828107 215423514 107816900 ...  88808901  14046279 151237944],PFAA precursors,HFOs,2,2205
CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CC(F)(F)C(F)(F)C(F)(F)F,[ 19469312 541103106  14316170 ... 280063800 193393559 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,2206
CCS(=O)(=O)c1c(C(F)(C(F)(F)F)C(F)(F)F)ccc(C(=O)O)c1C,CCS(=O)(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,[ 31840531  49018156  17313015 ...  63751395 266170263 233420030],Other PFASs,Aromatic PFASs,4,2207
OCCC(F)(F)C(F)(F)C(F)(F)F,OCCC(F)(F)C(F)(F)C(F)(F)F,[250618452 137369255 107816900 ... 611624164 281920279  10360726],PFAA precursors,PolyFACs,2,2208
FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cc1,FC(F)(F)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(Br)C=C1,[115611454  88063690  26425151 ...  11942334  43796935 151237944],Other PFASs,Aromatic PFASs,4,2209
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F,[198202562 196028059 144793530 ... 145799486 101296679  70269816],Other PFASs,Perfluoroalkylethers,4,2210
OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887 281920279  10360726],PFAA precursors,PolyFACs,2,2211
Cc1[nH]nc(C(F)(F)C(F)(F)C(F)(F)F)c1Br,CC1=C(Br)C(=NN1)C(F)(F)C(F)(F)C(F)(F)F,[250618452  72561737  72807929 ...  99595631 246243015 107724166],Other PFASs,Aromatic PFASs,4,2212
O=[N+]([O-])CC(C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,[O-][N+](=O)CC(C[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)F,[187923589 209425798 107816900 ... 144813810 103138359  98778908],Other PFASs,others,4,2213
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2ccccc2s1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC2=CC=CC=C2S1,[250618452  39139378  26425151 ...  37089044 172498855 151237944],Other PFASs,Aromatic PFASs,4,2214
FC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)F,[250618452 541103106 107816900 ... 308331606 281920279  24383014],Other PFASs,Perfluoroalkanes,4,2215
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,[111000236 201948856 107816900 ... 577917364 281920279 151237944],Other PFASs,Polyfluoroalkanes,4,2216
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452 541103106 107816900 ... 437241134 124409255  75695922],PFAA precursors,PFAK derivatives,2,2217
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1nc(-c2ccc(-c3noc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)n3)cc2)no1,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NC(=NO1)C1=CC=C(C=C1)C1=NOC(=N1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 51321097 104111782  26425151 ...  59739080  79497895  70460648],Other PFASs,Aromatic PFASs,4,2218
OCCOCCOCC(F)(F)C(F)(F)C(F)(F)F,OCCOCCOCC(F)(F)C(F)(F)C(F)(F)F,[ 35941647  32511046 107816900 ... 490793965 269218407  46460802],PFAA precursors,PolyFEACs,2,2219
O=C=NCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)CN=C=O,[250618452  33988699 107816900 ... 358933099 244652055 151237944],Other PFASs,others,4,2220
O=[N+]([O-])c1c(F)c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c(F)c1C(F)(C(F)(F)F)C(F)(F)F,[O-][N+](=O)C1=C(C(F)=C(C(F)=C1F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,[  7060930 190309893  21668674 ... 144813810  72176439  68976966],Other PFASs,Aromatic PFASs,4,2221
CCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,2222
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,[154737495  91611122  92943922 ... 611624164 281920279 151237944],Other PFASs,Perfluoroalkanes,4,2223
O=C(C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465  90791381 106395310 ... 425465516  23638503  38036436],PFAA precursors,PFAK derivatives,2,2224
O=C(Nc1ccc(Cl)cc1)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=CC=C(Cl)C=C1,[250618452   8492060 107816900 ...  25560912   2232375 151237944],Other PFASs,Aromatic PFASs,4,2225
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CC[NH3+].[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 215423514  87855067 ...  37687752  53184391 151237944],PFAAs,PFCAs,1,2226
CCCCCCCCCCCCCCCCCCN1C(=O)OCC1CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCCCCCN1C(CN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)COC1=O,[ 50934668  33988699  17313015 ...   2271589  66718039 130912960],"PFAA precursors, cyclic","PASF-based substances, cyclic",2,2227
O=C(O)/C=C/C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OC(=O)\C=C\C(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[19469312  2252639 18439196 ... 15279529 43796935 64829236],Polyfluoroalkyl acids,PolyFCA derivatives,3,2228
O=C(NCCOCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,OCCOCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  93274711 ... 173374004 269218407  98778836],Other PFASs,Amide derivatives,4,2229
CN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,CN(CCO)S(=O)(=O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[ 21375283  33988699  17313015 ... 253630925 252229687 232921918],PFAA precursors,PASF-based substances,2,2230
COC(=O)C(F)(F)C(F)(F)OC(F)(F)F,COC(=O)C(F)(F)C(F)(F)OC(F)(F)F,[231382269 152319334 107816900 ... 274242922  98940775  70269816],Polyfluoroalkyl acids,PolyFCA derivatives,3,2231
CCCCCc1ccc(-c2ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)nc1,CCCCCC1=CC=C(N=C1)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 48406223  80422146  97181807 ... 200578621 111883495  93860188],Other PFASs,Aromatic PFASs,4,2232
CCOC(=O)CC(C[N+](=O)[O-])C(F)(F)C(F)(F)C(F)(F)F,CCOC(=O)CC(C[N+]([O-])=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  64602403  14316170 ... 144813810 103138359  98778908],Polyfluoroalkyl acids,PolyFCA derivatives,3,2233
CCOC(=O)Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)n(C)n1,CCOC(=O)CC1=NN(C)C(=C1)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  85189395  14316170 ...  99595631 281920279  93860188],Other PFASs,Aromatic PFASs,4,2234
CCC=CC(F)(F)C(F)(F)C(F)(F)F,CCC=CC(F)(F)C(F)(F)C(F)(F)F,[216993070   5065065 107816900 ... 297668813  14046279 151237944],PFAA precursors,SFAenes,2,2235
Cc1ccc(C)c(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,CC1=CC=C(C)C(=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 57784684  44409534  97181807 ... 321796966  49046199  82023292],Other PFASs,Aromatic PFASs,4,2236
C=COCCC(F)(C(F)(F)F)C(F)(F)F,FC(F)(F)C(F)(CCOC=C)C(F)(F)F,[168244191  72571958  31694403 ... 530466377 396451239 207428516],Other PFASs,others,4,2237
C=CC(=O)OCC(F)(F)C(F)(F)C(F)(F)COC(=O)C=C,FC(F)(COC(=O)C=C)C(F)(F)C(F)(F)COC(=O)C=C,[ 19469312  85244370  28035527 ... 291378977 281920279  46460802],Polyfluoroalkyl acids,PolyFCA derivatives,3,2238
CC(C)(C)C(=O)C=C(O)C(F)(F)C(F)(F)C(F)(F)F,[Eu+3].[2H]C([2H])([2H])C(C(=O)C=C([O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H].[2H]C([2H])([2H])C(C(=O)C=C([O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H].[2H]C([2H])([2H])C(C(=O)C=C([O-])C(F)(F)C(F)(F)C(F)(F)F)(C([2H])([2H])[2H])C([2H])([2H])[2H],[250618452 472705778 107816900 ... 423148534 124409255 151237944],PFAA precursors,PFAK derivatives,2,2239
O=C/C=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,F\C(=C/C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  48063029 281920279 151237944],Other PFASs,others,4,2240
C=CC(=O)OCCN(C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(CCOC(=O)C=C)S(=O)(=O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699   1092040 ... 291378977  31798551  81500836],Polyfluoroalkyl acids,PolyFCA derivatives,3,2241
FC(F)(F)C(F)(OC(F)(F)C(F)(F)I)C(F)(F)F,FC(F)(F)C(F)(OC(F)(F)C(F)(F)I)C(F)(F)F,[   853465 398765097  63064138 ... 189456449 101296679 261466434],Other PFASs,PFPEs,4,2242
CCCCCCC(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCC(C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,[113638662 245019154  87855067 ...  84613725 138354263   9467628],PFAAs,PFCA-ester derivatives,1,2243
O=C(O)CCC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,OC(=O)CCC(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)F,[   853465 308272559 107816900 ...  16631887  40226743 151237944],Polyfluoroalkyl acids,PolyFECAs,3,2244
C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(=O)O,C[N+](C)(CCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O,[28244035 16325564 17313015 ...  3633108 43796935 27743636],Polyfluoroalkyl acids,PolyFCA derivatives,3,2245
C=CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC=C,[ 19469312 104111782  87855067 ...   1095206  99703927  88906274],Polyfluoroalkyl acids,PolyFCA derivatives,3,2246
O=C(CCN1CC1)OCC(F)(F)C(F)(F)C(F)(F)F,FC(F)(F)C(F)(F)C(F)(F)COC(=O)CCN1CC1,[ 19469312  33988699 107816900 ... 244453267 281920279  46460802],"Polyfluoroalkyl acids, cyclic","PolyFCA derivatives, cyclic",3,2247
CCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CCCCCCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,2248
